,time,frame,n_pp_at_time,n_attentive_pp_at_time,IDs_people,IDs_attention,bb_people,bb_attention,total_pp_appear_uptotime,total_attentive_pp_appear_uptotime
162,0:00:06.880000,172,2,1,"[1, 2]",[1],"[array([110,  47, 307, 475]), array([552, 260, 775, 475])]","[array([197,  79,  62,  62])]",2,2
163,0:00:06.920000,173,1,1,[1],[1],"[array([111,  43, 308, 474])]","[array([198,  82,  62,  62])]",2,2
164,0:00:06.960000,174,1,1,[1],[1],"[array([111,  37, 309, 474])]","[array([198,  76,  62,  62])]",2,2
165,0:00:07,175,2,1,"[1, 2]",[1],"[array([111,  35, 312, 473]), array([639, 266, 844, 474])]","[array([198,  74,  62,  62])]",2,2
166,0:00:07.040000,176,2,0,"[1, 2]",,"[array([109,  34, 315, 472]), array([657, 269, 849, 474])]",,2,2
167,0:00:07.080000,177,1,1,[1],[1],"[array([108,  32, 315, 474])]","[array([201,  71,  63,  62])]",2,2
168,0:00:07.120000,178,1,1,[1],[1],"[array([106,  30, 320, 474])]","[array([194,  60,  74,  75])]",2,2
169,0:00:07.160000,179,1,1,[1],[1],"[array([104,  27, 323, 475])]","[array([204,  66,  63,  62])]",2,2
170,0:00:07.200000,180,1,1,[1],[1],"[array([105,  24, 324, 477])]","[array([205,  63,  63,  62])]",2,2
171,0:00:07.240000,181,1,1,[1],[1],"[array([103,  23, 329, 477])]","[array([199,  61,  75,  75])]",2,2
172,0:00:07.280000,182,1,0,[1],,"[array([102,  22, 333, 477])]",,2,2
173,0:00:07.320000,183,1,0,[1],,"[array([104,  21, 339, 477])]",,2,2
174,0:00:07.360000,184,1,0,[1],,"[array([107,  22, 345, 476])]",,2,2
175,0:00:07.400000,185,1,0,[1],,"[array([111,  21, 346, 476])]",,2,2
176,0:00:07.440000,186,1,0,[1],,"[array([115,  21, 354, 474])]",,2,2
177,0:00:07.480000,187,1,0,[1],,"[array([122,  20, 359, 475])]",,2,2
178,0:00:07.520000,188,1,0,[1],,"[array([131,  20, 366, 476])]",,2,2
179,0:00:07.560000,189,1,0,[1],,"[array([134,  20, 369, 476])]",,2,2
180,0:00:07.600000,190,1,0,[1],,"[array([141,  20, 369, 476])]",,2,2
181,0:00:07.640000,191,1,0,[1],,"[array([144,  20, 377, 478])]",,2,2
182,0:00:07.680000,192,1,0,[1],,"[array([154,  19, 381, 479])]",,2,2
183,0:00:07.720000,193,1,0,[1],,"[array([162,  19, 390, 479])]",,2,2
184,0:00:07.760000,194,1,0,[1],,"[array([174,  19, 396, 479])]",,2,2
185,0:00:07.800000,195,1,0,[1],,"[array([184,  18, 404, 479])]",,2,2
186,0:00:07.840000,196,1,0,[1],,"[array([195,  15, 418, 476])]",,2,2
187,0:00:07.880000,197,1,0,[1],,"[array([205,  15, 426, 476])]",,2,2
188,0:00:07.920000,198,1,0,[1],,"[array([211,  12, 442, 475])]",,2,2
189,0:00:07.960000,199,1,0,[1],,"[array([216,  11, 456, 477])]",,2,2
190,0:00:08,200,1,0,[1],,"[array([224,  10, 472, 477])]",,2,2
191,0:00:08.040000,201,1,0,[1],,"[array([232,   8, 486, 478])]",,2,2
192,0:00:08.080000,202,1,0,[1],,"[array([238,   6, 503, 478])]",,2,2
193,0:00:08.120000,203,1,0,[1],,"[array([238,   6, 547, 478])]",,2,2
194,0:00:08.160000,204,1,0,[1],,"[array([248,   3, 564, 479])]",,2,2
195,0:00:08.200000,205,1,0,[1],,"[array([260,   7, 581, 478])]",,2,2
196,0:00:08.240000,206,1,0,[1],,"[array([268,   7, 593, 479])]",,2,2
197,0:00:08.280000,207,1,0,[1],,"[array([272,   6, 609, 479])]",,2,2
198,0:00:08.320000,208,1,0,[1],,"[array([274,   5, 616, 479])]",,2,2
199,0:00:08.360000,209,1,0,[1],,"[array([286,   2, 598, 479])]",,2,2
200,0:00:08.400000,210,1,0,[1],,"[array([302,   0, 585, 478])]",,2,2
201,0:00:08.440000,211,1,0,[1],,"[array([317,   3, 572, 475])]",,2,2
202,0:00:08.480000,212,1,0,[1],,"[array([320,   2, 587, 473])]",,2,2
203,0:00:08.520000,213,1,0,[1],,"[array([328,   0, 604, 471])]",,2,2
204,0:00:08.560000,214,1,0,[1],,"[array([337,   1, 611, 468])]",,2,2
205,0:00:08.600000,215,1,0,[1],,"[array([346,   4, 617, 468])]",,2,2
206,0:00:08.640000,216,1,0,[1],,"[array([354,  10, 640, 471])]",,2,2
207,0:00:08.680000,217,1,0,[1],,"[array([369,   8, 659, 471])]",,2,2
208,0:00:08.720000,218,1,0,[1],,"[array([381,   6, 673, 473])]",,2,2
209,0:00:08.760000,219,1,0,[1],,"[array([395,   2, 678, 476])]",,2,2
210,0:00:08.800000,220,1,0,[1],,"[array([414,   5, 697, 472])]",,2,2
211,0:00:08.840000,221,1,0,[1],,"[array([432,   4, 714, 477])]",,2,2
212,0:00:08.880000,222,1,0,[1],,"[array([463,  11, 718, 479])]",,2,2
213,0:00:08.920000,223,1,0,[1],,"[array([479,  16, 752, 479])]",,2,2
214,0:00:08.960000,224,1,0,[1],,"[array([499,  11, 792, 479])]",,2,2
215,0:00:09,225,1,0,[1],,"[array([522,   4, 833, 478])]",,2,2
216,0:00:09.040000,226,1,0,[1],,"[array([540,   3, 847, 479])]",,2,2
217,0:00:09.080000,227,1,0,[1],,"[array([549,   4, 849, 477])]",,2,2
218,0:00:09.120000,228,1,0,[1],,"[array([562,   1, 849, 475])]",,2,2
219,0:00:09.160000,229,1,0,[1],,"[array([578,   4, 849, 472])]",,2,2
220,0:00:09.200000,230,1,0,[1],,"[array([610,   2, 847, 474])]",,2,2
221,0:00:09.240000,231,1,0,[1],,"[array([623,   1, 849, 473])]",,2,2
222,0:00:09.280000,232,1,0,[1],,"[array([637,   9, 849, 469])]",,2,2
223,0:00:09.320000,233,1,0,[1],,"[array([654,   8, 849, 470])]",,2,2
224,0:00:09.360000,234,1,0,[1],,"[array([668,   4, 849, 469])]",,2,2
225,0:00:09.400000,235,1,0,[1],,"[array([678,   4, 849, 473])]",,2,2
226,0:00:09.440000,236,1,0,[1],,"[array([694,   8, 849, 471])]",,2,2
227,0:00:09.480000,237,1,0,[1],,"[array([701,  50, 849, 468])]",,2,2
228,0:00:09.520000,238,1,0,[1],,"[array([718,  73, 849, 470])]",,2,2
229,0:00:09.560000,239,1,0,[1],,"[array([736,  88, 849, 471])]",,2,2
230,0:00:09.680000,242,0,,,,,,2,2
231,0:00:12.840000,321,0,,,,,,2,2
232,0:00:12.880000,322,0,,,,,,2,2
233,0:00:13.160000,329,0,,,,,,2,2
234,0:00:13.200000,330,0,,,,,,2,2
235,0:00:13.240000,331,1,0,[5],,"[array([444, 238, 793, 474])]",,3,2
236,0:00:13.280000,332,1,0,[5],,"[array([506, 226, 809, 474])]",,3,2
237,0:00:13.320000,333,1,0,[5],,"[array([505, 226, 762, 471])]",,3,2
238,0:00:13.360000,334,1,0,[5],,"[array([441, 233, 733, 474])]",,3,2
239,0:00:13.400000,335,1,0,[5],,"[array([426, 241, 710, 473])]",,3,2
240,0:00:13.440000,336,1,0,[5],,"[array([424, 245, 689, 473])]",,3,2
241,0:00:13.480000,337,1,0,[5],,"[array([420, 246, 676, 476])]",,3,2
242,0:00:13.520000,338,1,0,[5],,"[array([422, 247, 655, 479])]",,3,2
243,0:00:13.560000,339,1,0,[5],,"[array([421, 253, 642, 479])]",,3,2
244,0:00:13.600000,340,1,0,[5],,"[array([422, 251, 631, 478])]",,3,2
245,0:00:13.640000,341,1,0,[5],,"[array([421, 250, 625, 476])]",,3,2
246,0:00:13.680000,342,1,0,[5],,"[array([422, 247, 593, 471])]",,3,2
247,0:00:13.720000,343,1,0,[5],,"[array([408, 248, 590, 465])]",,3,2
248,0:00:13.760000,344,1,0,[5],,"[array([386, 248, 581, 471])]",,3,2
249,0:00:13.800000,345,1,0,[5],,"[array([380, 245, 566, 471])]",,3,2
250,0:00:13.840000,346,1,0,[5],,"[array([370, 245, 554, 471])]",,3,2
251,0:00:13.920000,348,1,0,[5],,"[array([373, 238, 533, 473])]",,3,2
252,0:00:13.960000,349,1,0,[5],,"[array([364, 236, 524, 474])]",,3,2
253,0:00:14,350,1,0,[5],,"[array([358, 237, 512, 474])]",,3,2
254,0:00:14.040000,351,1,0,[5],,"[array([353, 238, 504, 474])]",,3,2
255,0:00:14.080000,352,2,0,"[5, 6]",,"[array([348, 238, 500, 474]), array([462,   3, 838, 478])]",,4,2
256,0:00:14.120000,353,2,0,"[5, 6]",,"[array([340, 238, 489, 474]), array([473,   0, 849, 477])]",,4,2
257,0:00:14.160000,354,1,0,[6],,"[array([477,   2, 844, 477])]",,4,2
258,0:00:14.200000,355,1,0,[6],,"[array([486,   0, 838, 477])]",,4,2
259,0:00:14.240000,356,2,0,"[5, 6]",,"[array([324, 231, 470, 477]), array([480,   0, 844, 478])]",,4,2
260,0:00:14.280000,357,2,0,"[5, 6]",,"[array([320, 226, 464, 478]), array([426,   1, 848, 479])]",,4,2
261,0:00:14.320000,358,2,0,"[5, 6]",,"[array([312, 223, 458, 478]), array([467,   0, 837, 477])]",,4,2
262,0:00:14.360000,359,2,0,"[5, 6]",,"[array([308, 219, 458, 479]), array([409,   0, 849, 479])]",,4,2
263,0:00:14.400000,360,2,0,"[5, 6]",,"[array([308, 218, 448, 479]), array([376,   0, 849, 479])]",,4,2
264,0:00:14.440000,361,2,0,"[5, 6]",,"[array([307, 218, 439, 479]), array([354,   0, 834, 479])]",,4,2
265,0:00:14.480000,362,2,0,"[5, 6]",,"[array([304, 216, 436, 478]), array([335,   0, 837, 479])]",,4,2
266,0:00:14.520000,363,2,0,"[5, 6]",,"[array([296, 215, 431, 478]), array([355,   0, 795, 479])]",,4,2
267,0:00:14.560000,364,2,0,"[5, 6]",,"[array([290, 214, 430, 477]), array([346,   2, 780, 479])]",,4,2
268,0:00:14.600000,365,2,0,"[5, 6]",,"[array([282, 216, 428, 476]), array([320,   7, 756, 473])]",,4,2
269,0:00:14.640000,366,2,0,"[5, 6]",,"[array([280, 218, 422, 476]), array([314,   5, 736, 474])]",,4,2
270,0:00:14.680000,367,2,0,"[5, 6]",,"[array([276, 217, 415, 476]), array([313,  10, 723, 475])]",,4,2
271,0:00:14.720000,368,2,0,"[5, 6]",,"[array([271, 217, 414, 475]), array([295,  15, 717, 470])]",,4,2
272,0:00:14.760000,369,2,0,"[5, 6]",,"[array([266, 219, 416, 475]), array([290,  13, 703, 470])]",,4,2
273,0:00:14.800000,370,2,0,"[5, 6]",,"[array([265, 221, 410, 474]), array([293,   6, 695, 473])]",,4,2
274,0:00:14.840000,371,2,0,"[5, 6]",,"[array([261, 219, 406, 475]), array([287,   4, 687, 473])]",,4,2
275,0:00:14.880000,372,2,0,"[5, 6]",,"[array([257, 220, 404, 476]), array([282,   4, 680, 472])]",,4,2
276,0:00:14.920000,373,2,0,"[5, 6]",,"[array([251, 221, 402, 476]), array([277,   6, 672, 467])]",,4,2
277,0:00:14.960000,374,2,0,"[5, 6]",,"[array([247, 221, 401, 477]), array([271,   4, 663, 466])]",,4,2
278,0:00:15,375,2,0,"[5, 6]",,"[array([242, 221, 391, 477]), array([276,   2, 653, 467])]",,4,2
279,0:00:15.040000,376,2,0,"[5, 6]",,"[array([236, 221, 386, 477]), array([271,   2, 654, 468])]",,4,2
280,0:00:15.080000,377,2,0,"[5, 6]",,"[array([231, 221, 376, 477]), array([276,   5, 643, 471])]",,4,2
281,0:00:15.120000,378,2,0,"[5, 6]",,"[array([224, 220, 372, 477]), array([278,   7, 636, 473])]",,4,2
282,0:00:15.160000,379,2,0,"[5, 6]",,"[array([220, 220, 368, 477]), array([283,   6, 634, 473])]",,4,2
283,0:00:15.200000,380,2,1,"[5, 6]",[6],"[array([218, 219, 360, 475]), array([275,   7, 634, 471])]","[array([402,  -9, 108, 120])]",4,3
284,0:00:15.240000,381,2,0,"[5, 6]",,"[array([210, 218, 359, 477]), array([269,   7, 632, 472])]",,4,3
285,0:00:15.280000,382,2,1,"[5, 6]",[6],"[array([212, 218, 344, 476]), array([275,   6, 621, 474])]","[array([402, -10, 108, 120])]",4,3
286,0:00:15.320000,383,2,1,"[5, 6]",[6],"[array([211, 217, 335, 477]), array([276,   3, 612, 475])]","[array([403,  11, 108, 108])]",4,3
287,0:00:15.360000,384,2,1,"[5, 6]",[6],"[array([208, 217, 332, 477]), array([273,   1, 605, 477])]","[array([400,   9, 108, 108])]",4,3
288,0:00:15.400000,385,2,1,"[5, 6]",[6],"[array([206, 216, 328, 477]), array([271,   0, 601, 479])]","[array([398,   8, 108, 108])]",4,3
289,0:00:15.440000,386,2,1,"[5, 6]",[6],"[array([204, 214, 326, 478]), array([272,   0, 596, 479])]","[array([399,   8, 108, 108])]",4,3
290,0:00:15.480000,387,2,1,"[5, 6]",[6],"[array([203, 214, 325, 479]), array([266,   0, 594, 479])]","[array([393,   8, 108, 108])]",4,3
291,0:00:15.520000,388,2,1,"[5, 6]",[6],"[array([199, 211, 327, 477]), array([251,   0, 591, 479])]","[array([406,  17,  90,  89])]",4,3
292,0:00:15.560000,389,2,1,"[5, 6]",[6],"[array([200, 210, 323, 477]), array([250,   3, 584, 476])]","[array([405,  20,  90,  89])]",4,3
293,0:00:15.600000,390,2,1,"[5, 6]",[6],"[array([197, 209, 322, 478]), array([252,   3, 581, 474])]","[array([407,  20,  90,  89])]",4,3
294,0:00:15.640000,391,2,1,"[5, 6]",[6],"[array([199, 208, 322, 478]), array([255,   3, 578, 474])]","[array([394,  11, 108, 108])]",4,3
295,0:00:15.680000,392,2,1,"[5, 6]",[6],"[array([194, 207, 321, 476]), array([250,   7, 583, 474])]","[array([405,  24,  90,  89])]",4,3
296,0:00:15.720000,393,2,1,"[5, 6]",[6],"[array([190, 206, 332, 474]), array([278,  11, 579, 474])]","[array([404,  28,  89,  89])]",4,3
297,0:00:15.760000,394,2,1,"[5, 6]",[6],"[array([186, 205, 362, 476]), array([287,   6, 580, 478])]","[array([403,  23,  89,  89])]",4,3
298,0:00:15.800000,395,2,1,"[5, 6]",[6],"[array([190, 206, 368, 476]), array([287,   3, 585, 479])]","[array([403,  20,  89,  89])]",4,3
299,0:00:15.840000,396,2,1,"[5, 6]",[6],"[array([196, 207, 343, 475]), array([287,   3, 589, 479])]","[array([403,  20,  89,  89])]",4,3
300,0:00:15.880000,397,2,1,"[5, 6]",[6],"[array([195, 206, 326, 475]), array([286,   7, 592, 479])]","[array([402,  24,  89,  89])]",4,3
301,0:00:15.920000,398,2,1,"[5, 6]",[6],"[array([188, 206, 321, 476]), array([282,   9, 597, 479])]","[array([408,  26,  89,  89])]",4,3
302,0:00:15.960000,399,2,1,"[5, 6]",[6],"[array([186, 208, 317, 472]), array([280,   4, 597, 479])]","[array([406,  21,  89,  89])]",4,3
303,0:00:16,400,2,1,"[5, 6]",[6],"[array([185, 208, 318, 472]), array([278,   2, 599, 479])]","[array([415,  32,  75,  75])]",4,3
304,0:00:16.040000,401,2,1,"[5, 6]",[6],"[array([184, 205, 317, 475]), array([273,   1, 604, 479])]","[array([408,  27,  90,  90])]",4,3
305,0:00:16.080000,402,2,1,"[5, 6]",[6],"[array([181, 206, 318, 472]), array([275,   0, 603, 479])]","[array([410,  26,  90,  90])]",4,3
306,0:00:16.120000,403,2,2,"[5, 6]","[5, 6]","[array([181, 207, 317, 471]), array([271,   0, 608, 479])]","[array([186, 245,  74,  75]), array([406,  26,  90,  90])]",4,4
307,0:00:16.160000,404,2,1,"[5, 6]",[6],"[array([182, 210, 317, 470]), array([269,   0, 610, 479])]","[array([414,  26,  90,  90])]",4,4
308,0:00:16.200000,405,2,1,"[5, 6]",[6],"[array([182, 210, 318, 472]), array([269,   0, 611, 479])]","[array([414,  26,  90,  90])]",4,4
309,0:00:16.240000,406,2,1,"[5, 6]",[6],"[array([182, 211, 321, 472]), array([272,   0, 610, 477])]","[array([417,  26,  90,  90])]",4,4
310,0:00:16.280000,407,2,1,"[5, 6]",[6],"[array([182, 208, 327, 475]), array([272,   0, 608, 477])]","[array([417,  26,  90,  90])]",4,4
311,0:00:16.320000,408,2,2,"[5, 6]","[5, 6]","[array([178, 207, 331, 476]), array([274,   0, 605, 477])]","[array([199, 237,  75,  75]), array([409,  26,  90,  90])]",4,4
312,0:00:16.360000,409,2,2,"[5, 6]","[5, 6]","[array([171, 207, 335, 476]), array([273,   0, 602, 475])]","[array([201, 237,  74,  75]), array([408,  26,  90,  90])]",4,4
313,0:00:16.400000,410,2,2,"[5, 6]","[5, 6]","[array([174, 206, 337, 477]), array([275,   0, 599, 476])]","[array([205, 252,  62,  62]), array([410,  26,  90,  90])]",4,4
314,0:00:16.440000,411,2,2,"[5, 6]","[5, 6]","[array([157, 206, 341, 477]), array([279,   1, 599, 477])]","[array([203, 244,  75,  75]), array([405,  27,  89,  90])]",4,4
315,0:00:16.480000,412,2,2,"[5, 6]","[5, 6]","[array([146, 206, 348, 477]), array([279,   1, 600, 477])]","[array([201, 236,  74,  75]), array([405,  27,  89,  90])]",4,4
316,0:00:16.520000,413,2,2,"[5, 6]","[5, 6]","[array([148, 206, 345, 477]), array([281,   1, 603, 476])]","[array([203, 244,  74,  75]), array([397,  27,  89,  90])]",4,4
317,0:00:16.560000,414,2,1,"[5, 6]",[5],"[array([147, 207, 347, 477]), array([275,   1, 607, 476])]","[array([202, 245,  74,  75])]",4,4
318,0:00:16.600000,415,2,1,"[5, 6]",[5],"[array([147, 207, 348, 477]), array([272,   1, 611, 476])]","[array([213, 253,  62,  62])]",4,4
319,0:00:16.640000,416,2,1,"[5, 6]",[5],"[array([149, 207, 348, 477]), array([271,   0, 614, 477])]","[array([204, 245,  74,  75])]",4,4
320,0:00:16.680000,417,2,1,"[5, 6]",[5],"[array([152, 207, 348, 477]), array([273,   1, 616, 478])]","[array([207, 254,  74,  74])]",4,4
321,0:00:16.720000,418,2,1,"[5, 6]",[5],"[array([160, 208, 345, 477]), array([273,   1, 616, 477])]","[array([206, 246,  75,  75])]",4,4
322,0:00:16.760000,419,2,1,"[5, 6]",[5],"[array([169, 208, 342, 477]), array([278,   1, 612, 477])]","[array([207, 255,  75,  74])]",4,4
323,0:00:16.800000,420,2,1,"[5, 6]",[5],"[array([168, 208, 340, 477]), array([281,   2, 610, 477])]","[array([206, 255,  75,  74])]",4,4
324,0:00:16.840000,421,2,1,"[5, 6]",[5],"[array([164, 208, 341, 477]), array([287,   6, 603, 477])]","[array([202, 255,  75,  74])]",4,4
325,0:00:16.880000,422,2,1,"[5, 6]",[5],"[array([161, 208, 339, 477]), array([288,   7, 603, 476])]","[array([199, 255,  75,  74])]",4,4
326,0:00:16.920000,423,2,1,"[5, 6]",[5],"[array([158, 209, 341, 478]), array([292,   8, 600, 475])]","[array([203, 255,  62,  62])]",4,4
327,0:00:16.960000,424,2,1,"[5, 6]",[5],"[array([152, 208, 339, 478]), array([299,   6, 600, 475])]","[array([198, 255,  75,  74])]",4,4
328,0:00:17,425,2,0,"[5, 6]",,"[array([143, 208, 339, 478]), array([305,   5, 601, 475])]",,4,4
329,0:00:17.040000,426,2,1,"[5, 6]",[6],"[array([144, 208, 336, 478]), array([330,   1, 596, 474])]","[array([406,  27,  89,  90])]",4,4
330,0:00:17.080000,427,2,2,"[5, 6]","[5, 6]","[array([141, 207, 335, 477]), array([313,   1, 604, 477])]","[array([196, 254,  74,  74]), array([409,  27,  89,  90])]",4,4
331,0:00:17.120000,428,2,2,"[5, 6]","[5, 6]","[array([140, 207, 332, 476]), array([341,   0, 598, 479])]","[array([199, 253,  62,  62]), array([407,  26,  89,  90])]",4,4
332,0:00:17.160000,429,2,2,"[5, 6]","[5, 6]","[array([137, 207, 333, 475]), array([354,   2, 599, 479])]","[array([192, 245,  74,  75]), array([410,  28,  89,  90])]",4,4
333,0:00:17.200000,430,2,2,"[5, 6]","[5, 6]","[array([134, 208, 332, 475]), array([367,   1, 600, 479])]","[array([189, 246,  74,  75]), array([413,  27,  89,  90])]",4,4
334,0:00:17.240000,431,2,1,"[5, 6]",[6],"[array([130, 209, 331, 474]), array([385,   0, 600, 479])]","[array([411,  26,  90,  90])]",4,4
335,0:00:17.280000,432,2,2,"[5, 6]","[5, 6]","[array([131, 209, 330, 474]), array([394,   0, 601, 479])]","[array([197, 255,  62,  62]), array([410,  26,  90,  90])]",4,4
336,0:00:17.320000,433,2,2,"[5, 6]","[5, 6]","[array([126, 207, 335, 471]), array([396,   0, 604, 479])]","[array([189, 245,  74,  75]), array([412,  26,  90,  90])]",4,4
337,0:00:17.360000,434,2,2,"[5, 6]","[5, 6]","[array([124, 207, 334, 471]), array([388,   0, 606, 478])]","[array([187, 245,  74,  75]), array([414,  26,  90,  90])]",4,4
338,0:00:17.400000,435,2,2,"[5, 6]","[5, 6]","[array([128, 206, 332, 470]), array([375,   0, 607, 476])]","[array([194, 252,  62,  62]), array([411,  26,  90,  90])]",4,4
339,0:00:17.440000,436,2,2,"[5, 6]","[5, 6]","[array([132, 208, 328, 472]), array([363,   1, 605, 475])]","[array([187, 246,  74,  75]), array([409,  27,  89,  90])]",4,4
340,0:00:17.480000,437,2,2,"[5, 6]","[5, 6]","[array([137, 208, 326, 474]), array([363,   1, 601, 471])]","[array([183, 246,  75,  75]), array([409,  27,  89,  90])]",4,4
341,0:00:17.520000,438,2,2,"[5, 6]","[5, 6]","[array([139, 208, 326, 475]), array([342,   3, 605, 470])]","[array([185, 246,  75,  75]), array([408,  20,  89,  89])]",4,4
342,0:00:17.560000,439,2,2,"[5, 6]","[5, 6]","[array([140, 208, 325, 475]), array([345,   3, 598, 469])]","[array([186, 246,  75,  75]), array([411,  20,  89,  89])]",4,4
343,0:00:17.600000,440,2,2,"[5, 6]","[5, 6]","[array([140, 208, 325, 475]), array([319,   3, 602, 473])]","[array([186, 246,  75,  75]), array([415,  20,  89,  89])]",4,4
344,0:00:17.640000,441,2,2,"[5, 6]","[5, 6]","[array([142, 209, 325, 473]), array([305,   4, 597, 474])]","[array([188, 247,  75,  75]), array([411,  21,  89,  89])]",4,4
345,0:00:17.680000,442,2,1,"[5, 6]",[6],"[array([144, 209, 326, 472]), array([294,   4, 595, 474])]","[array([410,  21,  89,  89])]",4,4
346,0:00:17.720000,443,2,2,"[5, 6]","[5, 6]","[array([144, 209, 326, 473]), array([289,   5, 592, 476])]","[array([189, 248,  62,  62]), array([405,  22,  89,  89])]",4,4
347,0:00:17.760000,444,2,2,"[5, 6]","[5, 6]","[array([141, 209, 327, 473]), array([286,   5, 588, 477])]","[array([187, 247,  75,  75]), array([412,  22,  89,  89])]",4,4
348,0:00:17.800000,445,2,1,"[5, 6]",[6],"[array([142, 209, 326, 472]), array([286,   4, 586, 477])]","[array([412,  21,  89,  89])]",4,4
349,0:00:17.840000,446,2,2,"[5, 6]","[5, 6]","[array([145, 209, 325, 472]), array([284,   6, 584, 478])]","[array([190, 248,  62,  62]), array([410,  23,  89,  89])]",4,4
350,0:00:17.880000,447,2,1,"[5, 6]",[6],"[array([146, 209, 324, 471]), array([286,   6, 582, 479])]","[array([402,  23,  89,  89])]",4,4
351,0:00:17.920000,448,2,1,"[5, 6]",[6],"[array([146, 209, 323, 471]), array([287,   7, 580, 479])]","[array([403,  24,  89,  89])]",4,4
352,0:00:17.960000,449,2,1,"[5, 6]",[6],"[array([145, 209, 321, 471]), array([290,   8, 578, 479])]","[array([396,  25,  89,  89])]",4,4
353,0:00:18,450,2,1,"[5, 6]",[6],"[array([142, 209, 321, 472]), array([292,   9, 574, 477])]","[array([398,  26,  89,  89])]",4,4
354,0:00:18.040000,451,2,2,"[5, 6]","[5, 6]","[array([140, 209, 322, 472]), array([290,   9, 570, 477])]","[array([186, 247,  75,  75]), array([396,  26,  89,  89])]",4,4
355,0:00:18.080000,452,2,2,"[5, 6]","[5, 6]","[array([141, 209, 319, 473]), array([290,  10, 566, 476])]","[array([187, 247,  75,  75]), array([396,  27,  89,  89])]",4,4
356,0:00:18.120000,453,2,2,"[5, 6]","[5, 6]","[array([142, 208, 320, 474]), array([291,  11, 562, 476])]","[array([188, 246,  75,  75]), array([397,  28,  89,  89])]",4,4
357,0:00:18.160000,454,2,2,"[5, 6]","[5, 6]","[array([146, 208, 318, 474]), array([287,   5, 558, 475])]","[array([184, 246,  75,  75]), array([393,  31,  89,  90])]",4,4
358,0:00:18.200000,455,2,2,"[5, 6]","[5, 6]","[array([146, 208, 318, 473]), array([286,   6, 557, 475])]","[array([184, 246,  75,  75]), array([392,  23,  89,  89])]",4,4
359,0:00:18.240000,456,2,2,"[5, 6]","[5, 6]","[array([141, 207, 319, 473]), array([286,   7, 555, 474])]","[array([186, 253,  62,  62]), array([392,  24,  89,  89])]",4,4
360,0:00:18.280000,457,2,2,"[5, 6]","[5, 6]","[array([145, 207, 318, 473]), array([280,   5, 555, 476])]","[array([183, 245,  75,  75]), array([386,  31,  89,  90])]",4,4
361,0:00:18.320000,458,2,2,"[5, 6]","[5, 6]","[array([149, 207, 318, 471]), array([281,   4, 553, 476])]","[array([179, 245,  74,  75]), array([387,  30,  89,  90])]",4,4
362,0:00:18.360000,459,2,2,"[5, 6]","[5, 6]","[array([153, 207, 318, 471]), array([285,   4, 549, 478])]","[array([184, 253,  62,  62]), array([381,  30,  89,  90])]",4,4
363,0:00:18.400000,460,2,2,"[5, 6]","[5, 6]","[array([154, 208, 317, 472]), array([283,   4, 549, 479])]","[array([175, 246,  75,  75]), array([379,  30,  89,  90])]",4,4
364,0:00:18.440000,461,2,2,"[5, 6]","[5, 6]","[array([155, 208, 318, 474]), array([280,   4, 549, 479])]","[array([176, 246,  75,  75]), array([376,  30,  89,  90])]",4,4
365,0:00:18.480000,462,2,2,"[5, 6]","[5, 6]","[array([159, 206, 314, 475]), array([280,   4, 548, 479])]","[array([164, 244,  74,  75]), array([376,  30,  89,  90])]",4,4
366,0:00:18.520000,463,2,2,"[5, 6]","[5, 6]","[array([155, 205, 310, 474]), array([278,   4, 548, 479])]","[array([166, 251,  62,  62]), array([374,  30,  89,  90])]",4,4
367,0:00:18.560000,464,2,1,"[5, 6]",[6],"[array([140, 204, 307, 474]), array([277,   6, 545, 478])]","[array([373,  32,  89,  90])]",4,4
368,0:00:18.600000,465,2,1,"[5, 6]",[6],"[array([145, 205, 300, 475]), array([273,   6, 544, 478])]","[array([369,  32,  89,  90])]",4,4
369,0:00:18.640000,466,2,1,"[5, 6]",[6],"[array([148, 206, 294, 476]), array([268,   6, 542, 479])]","[array([364,  32,  89,  90])]",4,4
370,0:00:18.680000,467,2,1,"[5, 6]",[6],"[array([152, 209, 287, 475]), array([268,   6, 539, 479])]","[array([364,  32,  89,  90])]",4,4
371,0:00:18.720000,468,2,1,"[5, 6]",[6],"[array([152, 215, 286, 473]), array([272,   6, 533, 478])]","[array([358,  32,  89,  90])]",4,4
372,0:00:18.760000,469,2,1,"[5, 6]",[6],"[array([149, 216, 282, 475]), array([276,   7, 529, 478])]","[array([352,  33,  89,  90])]",4,4
373,0:00:18.800000,470,2,1,"[5, 6]",[6],"[array([140, 216, 283, 476]), array([283,   6, 525, 479])]","[array([349,  32,  89,  90])]",4,4
374,0:00:18.840000,471,2,1,"[5, 6]",[6],"[array([137, 219, 283, 476]), array([283,   6, 523, 479])]","[array([349,  32,  89,  90])]",4,4
375,0:00:18.880000,472,2,1,"[5, 6]",[6],"[array([128, 221, 279, 474]), array([284,   6, 519, 479])]","[array([340,  32,  89,  90])]",4,4
376,0:00:18.920000,473,2,1,"[5, 6]",[6],"[array([117, 219, 275, 475]), array([281,   3, 514, 479])]","[array([337,  29,  89,  90])]",4,4
377,0:00:18.960000,474,2,1,"[5, 6]",[6],"[array([103, 218, 273, 475]), array([278,   1, 510, 479])]","[array([334,  27,  89,  90])]",4,4
